-11,	0
-3,	2.26757e-05
-1223923,	4.53515e-05
-6589929,	6.80272e-05
1158945043,	9.07029e-05
-16124,	0.000113379
-6,	0.000136054
-3,	0.00015873
-4341,	0.000181406
-2872807,	0.000204082
-7384551,	0.000226757
-16372,	0.000249433
-1,	0.000272109
-2,	0.000294785
-7512054,	0.00031746
-27111,	0.000340136
-167557090,	0.000362812
-23020,	0.000385488
-763,	0.000408163
-2477312,	0.000430839
2121404425,	0.000453515
-3304,	0.00047619
-12511,	0.000498866
-1368521700,	0.000521542
-108275,	0.000544218
-19197,	0.000566893
-3906808,	0.000589569
-27113,	0.000612245
-8669,	0.000634921
-3442398,	0.000657596
-7002603,	0.000680272
-29176,	0.000702948
-20728,	0.000725624
-7659,	0.000748299
-29916,	0.000770975
-18393,	0.000793651
-2532,	0.000816327
-27634,	0.000839002
-1825427446,	0.000861678
-646495468,	0.000884354
-348583132,	0.000907029
-29909,	0.000929705
-5809372,	0.000952381
-32491,	0.000975057
174982925,	0.000997732
-545513453,	0.00102041
-21982,	0.00104308
-8403,	0.00106576
-4310,	0.00108844
-1508,	0.00111111
-6605551,	0.00113379
-11246,	0.00115646
-13792,	0.00117914
-16594,	0.00120181
2037472304,	0.00122449
-27612,	0.00124717
-25834,	0.00126984
-23277,	0.00129252
-11490,	0.00131519
-568018,	0.00133787
-2857676,	0.00136054
-8149,	0.00138322
-1252,	0.0014059
-16875,	0.00142857
-2029702883,	0.00145125
-5844,	0.00147392
-5066,	0.0014966
-2027260366,	0.00151927
-434503388,	0.00154195
-697947367,	0.00156463
-364232164,	0.0015873
-10966,	0.00160998
-4041,	0.00163265
-1993,	0.00165533
-1817301,	0.001678
-10467,	0.00170068
-5548772,	0.00172336
-32728,	0.00174603
-27849,	0.00176871
-5299908,	0.00179138
-2139342,	0.00181406
-29149,	0.00183673
-24803,	0.00185941
-1747418,	0.00188209
-3206346,	0.00190476
-14018,	0.00192744
-10696,	0.00195011
1551238186,	0.00197279
-4442336,	0.00199546
-17116,	0.00201814
-15053,	0.00204082
-7105,	0.00206349
1715361086,	0.00208617
-10448,	0.00210884
-815066332,	0.00213152
-1926887388,	0.0021542
-1176015,	0.00217687
-29889,	0.00219955
-30398,	0.00222222
-26057,	0.0022449
-3471063,	0.00226757
-1636534748,	0.00229025
-1154262482,	0.00231293
-3779,	0.0023356
-966331,	0.00235828
-8131,	0.00238095
-10962,	0.00240363
223029542,	0.0024263
-848084,	0.00244898
-79730885,	0.00247166
-1873850,	0.00249433
-2145213,	0.00251701
-4318411,	0.00253968
1797726761,	0.00256236
-29910,	0.00258503
1460816952,	0.00260771
1463094086,	0.00263039
-3772089,	0.00265306
-1347013,	0.00267574
1382761005,	0.00269841
-1240022,	0.00272109
-259531,	0.00274376
-6728636,	0.00276644
-1283970230,	0.00278912
-616796863,	0.00281179
-307918,	0.00283447
-10710,	0.00285714
-5632462,	0.00287982
-29631,	0.00290249
-8301749,	0.00292517
-24250,	0.00294785
-4041,	0.00297052
-8660,	0.0029932
-18385,	0.00301587
-2683586,	0.00303855
-5302,	0.00306122
-19126,	0.0030839
-15299,	0.00310658
-7596240,	0.00312925
-305618,	0.00315193
-1166458310,	0.0031746
-1323952567,	0.00319728
-435788723,	0.00321995
-1614525,	0.00324263
20467764,	0.00326531
-1956175826,	0.00328798
-27082,	0.00331066
-1384574650,	0.00333333
-31666,	0.00335601
-1939845048,	0.00337868
-5162183,	0.00340136
1279208495,	0.00342404
-7901645,	0.00344671
-332975038,	0.00346939
-430633138,	0.00349206
1797274700,	0.00351474
-2197186,	0.00353741
-1543887,	0.00356009
1058021937,	0.00358277
-7107,	0.00360544
-280421556,	0.00362812
-11186,	0.00365079
-24765,	0.00367347
-14028,	0.00369615
-4305,	0.00371882
-29383,	0.0037415
-8632,	0.00376417
-6065,	0.00378685
-2023014328,	0.00380952
-4552,	0.0038322
-1489,	0.00385488
-26315,	0.00387755
-22204,	0.00390023
-6528177,	0.0039229
-2229,	0.00394558
-31171,	0.00396825
-4373455,	0.00399093
-1390647758,	0.00401361
-8897,	0.00403628
1581929549,	0.00405896
-585928114,	0.00408163
1297033794,	0.00410431
-20429,	0.00412698
-1205978576,	0.00414966
-6598,	0.00417234
-6327,	0.00419501
-8031153,	0.00421769
-5018554,	0.00424036
-3931337,	0.00426304
-2080209,	0.00428571
-2805706,	0.00430839
-1721801659,	0.00433107
-7858,	0.00435374
-6839,	0.00437642
-5574,	0.00439909
-29137,	0.00442177
-778958,	0.00444444
2133993792,	0.00446712
-17332,	0.0044898
909196364,	0.00451247
-417070785,	0.00453515
-1519187663,	0.00455782
-466,	0.0045805
-24774,	0.00460317
-5101495,	0.00462585
1110584397,	0.00464853
-9406,	0.0046712
-31949,	0.00469388
374081837,	0.00471655
-6409163,	0.00473923
-6527676,	0.0047619
-29108,	0.00478458
-2093242,	0.00480726
-20426,	0.00482993
-1102555348,	0.00485261
124342064,	0.00487528
-13762,	0.00489796
538336330,	0.00492063
-1491384,	0.00494331
-3919302,	0.00496599
-8148,	0.00498866
1651328812,	0.00501134
-16584,	0.00503401
-21178,	0.00505669
-1015145143,	0.00507937
-24771,	0.00510204
-2055700690,	0.00512472
-468755159,	0.00514739
-20174,	0.00517007
-17855,	0.00519274
-2786744,	0.00521542
-30144,	0.0052381
-4304,	0.00526077
-19673,	0.00528345
437848877,	0.00530612
-11717,	0.0053288
-905820858,	0.00535147
-28350,	0.00537415
-10189,	0.00539683
-3649753,	0.0054195
621881896,	0.00544218
-2401739,	0.00546485
-30142,	0.00548753
-958141,	0.0055102
-11466,	0.00553288
776213544,	0.00555556
-4106460,	0.00557823
-16850,	0.00560091
-4622019,	0.00562358
-16062,	0.00564626
1261139257,	0.00566893
-14551,	0.00569161
-15839,	0.00571429
-759000,	0.00573696
-7513289,	0.00575964
-27328,	0.00578231
-568005,	0.00580499
-8251604,	0.00582766
-951945184,	0.00585034
-15070,	0.00587302
-29136,	0.00589569
-8388,	0.00591837
-4842180,	0.00594104
-24274,	0.00596372
-478582752,	0.00598639
-4973538,	0.00600907
1397521705,	0.00603175
-14793,	0.00605442
-30405,	0.0060771
-1744,	0.00609977
-5414367,	0.00612245
-22246,	0.00614512
-27102,	0.0061678
-30415,	0.00619048
-6458311,	0.00621315
-18382,	0.00623583
-1033036765,	0.0062585
-31208,	0.00628118
-1818340,	0.00630385
-32470,	0.00632653
-10443,	0.00634921
-4817357,	0.00637188
-3786971,	0.00639456
-21737,	0.00641723
-10218,	0.00643991
-4057565,	0.00646259
-13520,	0.00648526
-8060365,	0.00650794
-4568281,	0.00653061
-3049,	0.00655329
-26094,	0.00657596
-18661,	0.00659864
-30422,	0.00662132
-453839,	0.00664399
-4824,	0.00666667
-4973287,	0.00668934
-21489,	0.00671202
-12524,	0.00673469
494166819,	0.00675737
-24019,	0.00678005
-17623,	0.00680272
-12262,	0.0068254
-1764338,	0.00684807
-17138,	0.00687075
-17125,	0.00689342
-17368,	0.0069161
539452201,	0.00693878
-23268,	0.00696145
-18931,	0.00698413
-13559,	0.0070068
-130284,	0.00702948
-28382,	0.00705215
-21721,	0.00707483
23605790,	0.00709751
-8300530,	0.00712018
845686534,	0.00714286
-23284,	0.00716553
-3249637,	0.00718821
-1941013980,	0.00721088
-749072097,	0.00723356
